genome	relative_abundance	sample
MASTER_WP4_TEAGASC_1__TGS12-26__bin_4_PROK	0	C1
MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-05-BG__bin_10_PROK	0	C1
LeechJ_xxxx__AF64__bin_4_PROK	0	C1
MortensenS_xxxx__WK044-2-L-48h-03H2_S84__bin_1_EUK	0	C1
MASTER_WP4_FFoQSI_1__VB12-F-AR__bin_27_PROK	0	C1
WalshAM_2020__ERS3466737__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB01-30__bin_32_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB02-30__bin_27_PROK	0	C1
MortensenS_xxxx__WK036-2-G-48h-04B3_S112__bin_3_PROK	0	C1
PfeferT_xxxx__SRS2870599__bin_8_PROK	0	C1
DeFilippisF_xxxx__DS_12__bin_8_PROK	0	C1
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin_3_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-16-M14__bin_10_EUK	0	C1
MASTER_WP4_CSIC_2__P2635__bin_2_PROK	0	C1
MASTER_WP4_UNINA_1__FO005_71775__bin_24_PROK	0	C1
MortensenS_xxxx__WK019-1-L-08h-02E1_S97__bin_1_PROK	0.022575496	C1
WalshL_xxxx__S6__bin_3_PROK	0	C1
DeFilippisF_xxxx__DF_39__bin_4_PROK	0	C1
MASTER_WP4_UNINA_2__E-20__bin_6_PROK	0	C1
DeFilippisF_xxxx__DS_55__bin_9_PROK	0	C1
WalshAM_2020__ERS3466748__bin_4_PROK	0	C1
MASTER_WP4_UNINA_2__V-22__bin_20_PROK	0	C1
MASTER_WP4_CSIC_2__P2581__bin_8_PROK	0	C1
MASTER_WP4_CSIC_2__P2620__bin_6_PROK	0	C1
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin_6_PROK	0	C1
MASTER_WP4_UNINA_2__O-23_1__bin_4_PROK	0	C1
DeFilippisF_xxxx__DF_92__bin_22_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB03-30__bin_16_PROK	0	C1
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin_3_PROK	0	C1
ChaconVargasK_2020__SRS6087091__bin_5_PROK	0	C1
PfeferT_xxxx__SRS2870567__bin_12_PROK	0	C1
MASTER_WP4_UNINA_1__AS107_71775__bin_8_PROK	0	C1
MASTER_WP4_UNINA_1__GO013_71775__bin_11_PROK	0	C1
MASTER_WP4_UNINA_2__F-20__bin_3_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB04-30__bin_16_PROK	0	C1
MortensenS_xxxx__WK056-2-L-48h-04F9_S25__bin_8_PROK	0	C1
BertuzziAS_2018__ERS2032107__bin_10_PROK	0	C1
AlvarezOrdonezA_xxxx__Q05-27__bin_5_PROK	0	C1
MortensenS_xxxx__WK049-2-L-48h-05A9_S61__bin_2_PROK	0	C1
ArikanM_2020__ERS1939655__bin_12_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB01-26__bin_2_PROK	0	C1
MASTER_WP4_UNINA_1__PT008_71775__bin_2_PROK	0	C1
MortensenS_xxxx__WK014-1-L-08h-02B8_S77__bin_2_PROK	0	C1
MASTER_WP4_FFoQSI_1__KM-4G__bin_17_PROK	0	C1
DeFilippisF_xxxx__DF_52__bin_9_PROK	0	C1
MASTER_WP4_UNINA_2__R-34__bin_1_PROK	0	C1
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin_10_PROK	0	C1
MortensenS_xxxx__WK038-2-L-08h-03E4_S59__bin_3_EUK	0	C1
AlvarezOrdonezA_xxxx__C05-19__bin_10_PROK	0	C1
MASTER_WP4_UNINA_1__PR102_71775__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_1__KM-4D__bin_24_PROK	0	C1
MortensenS_xxxx__WK005-2-L-08h-01H1_S43__bin_2_EUK	0	C1
MASTER_WP4_FFoQSI_3__VB13-24__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_49_PROK	0	C1
MASTER_WP4_UNINA_2__H-30__bin_15_PROK	0	C1
MortensenS_xxxx__WK016-2-G-48h-01E1_S16__bin_4_PROK	0	C1
LeechJ_2020__ERS3967728__bin_5_PROK	0	C1
WalshAM_2017__ERS1739837__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB07-30__bin_19_PROK	0	C1
LeechJ_2020__ERS3967715__bin_4_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_60_PROK	0	C1
MortensenS_xxxx__WK017-1-L-08h-02D2_S89__bin_2_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB09-29__bin_28_PROK	0	C1
LeechJ_2020__ERS3967695__bin_14_PROK	0	C1
DeFilippisF_xxxx__DF_5__bin_13_PROK	0	C1
MASTER_WP4_UNINA_1__GO102_71775__bin_43_EUK	0	C1
WolfeBE_2014__340_Comte__bin_2_PROK	0	C1
MASTER_WP4_CSIC_2__P2571__bin_2_PROK	0	C1
MASTER_WP4_CSIC_1__P2153_73322__bin_3_PROK	0	C1
KastmanEK_2016__CSB737__bin_4_PROK	0	C1
DeFilippisF_xxxx__DF_31__bin_1_PROK	0	C1
MASTER_WP4_CSIC_2__P2560__bin_10_PROK	0	C1
MASTER_WP4_UNINA_1__SC109_71775__bin_23_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS14-21__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB01-25__bin_1_PROK	0	C1
WalshL_xxxx__D1__bin_7_PROK	0	C1
MortensenS_xxxx__WK001T-1-L-08h-05E6_S94__bin_7_PROK	0	C1
ArikanM_2020__ERS1881306__bin_5_PROK	0	C1
WalshL_xxxx__B1__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-03-BD__bin_13_PROK	0	C1
MASTER_WP4_UNINA_2__V-25_1__bin_12_PROK	0	C1
LeechJ_xxxx__AF66__bin_7_PROK	0.8680789	C1
ChaconVargasK_2020__SRS6087089__bin_16_PROK	0	C1
LiZ_2018__SRS2920550__bin_14_EUK	0	C1
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin_4_EUK	0	C1
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin_3_PROK	0	C1
MortensenS_xxxx__WK051-1-L-08h-04D4_S2__bin_6_PROK	0	C1
LeechJ_xxxx__AF47__bin_4_PROK	0	C1
DeFilippisF_xxxx__DF_118__bin_9_EUK	0	C1
MASTER_WP4_TEAGASC_1__TGS13-27__bin_5_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS11-27__bin_4_PROK	0	C1
MASTER_WP4_UNINA_2__U-22__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB08-25__bin_5_PROK	0	C1
AlvarezOrdonezA_xxxx__Q02-24__bin_1_PROK	0	C1
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB04-29__bin_20_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB03-30__bin_22_PROK	0	C1
MASTER_WP4_CSIC_2__P2565__bin_3_PROK	0	C1
MortensenS_xxxx__WK054-2-L-08h-04E9_S16__bin_11_PROK	0	C1
MASTER_WP4_CSIC_2__P2517__bin_17_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB14-F-AR__bin_13_PROK	0	C1
AlvarezOrdonezA_xxxx__Q04-29__bin_7_EUK	0	C1
MASTER_WP4_CSIC_1__P2216_73323__bin_3_PROK	0	C1
WalshAM_2020__ERS3466724__bin_2_EUK	0	C1
MASTER_WP4_CSIC_2__P2519__bin_6_PROK	0	C1
LandisEA_2021__SRS5652903__bin_2_PROK	0	C1
MASTER_WP4_UNINA_2__M-20__bin_22_PROK	0	C1
PothakosV_2020__ERS2068301__bin_4_PROK	0.13893943	C1
MASTER_WP4_UNINA_2__H-26__bin_2_PROK	0	C1
BertuzziAS_2018__ERS2032122__bin_13_PROK	0	C1
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin_47_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB13-30__bin_13_PROK	0	C1
MASTER_WP4_CSIC_2__P2630__bin_21_PROK	0	C1
ChaconVargasK_2020__SRS6087089__bin_5_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS08-27__bin_5_PROK	0	C1
MASTER_WP4_CSIC_2__P2485__bin_9_PROK	0	C1
DeFilippisF_xxxx__DF_28__bin_11_PROK	0.40606186	C1
WalshAM_2017__ERR1981166__bin_3_fa_PROK_MiFo_tagged	0	C1
DeFilippisF_xxxx__DF_32__bin_17_PROK	0	C1
ChaconVargasK_2020__SRS6087091__bin_1_PROK	0	C1
MortensenS_xxxx__WK005-2-L-08h-01H1_S43__bin_8_PROK	0	C1
WolfeBE_2014__771_Tarentaise__bin_5_PROK	0	C1
MASTER_WP4_UNINA_1__GO004_71775__bin_12_PROK	0	C1
MASTER_WP4_CSIC_1__P2248_73323__bin_2_PROK	0	C1
LeechJ_xxxx__AF45__bin_11_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB11-22__bin_1_PROK	0	C1
WalshL_xxxx__P2__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB09-27__bin_3_PROK	0	C1
MortensenS_xxxx__WK009-2-L-08h-01I8_S59__bin_2_PROK	0.044184275	C1
MortensenS_xxxx__WK047-1-L-48h-03I3_S94__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-15-M11__bin_3_PROK	0	C1
KumarJ_2019__SRS4562500__bin_25_PROK	0	C1
ZhaoCC_2020__SRS5803194__bin_44_PROK	0	C1
MASTER_WP4_UNINA_2__M-24_1__bin_14_PROK	0	C1
MASTER_WP4_CSIC_2__P2566__bin_1_PROK	0	C1
AlvarezOrdonezA_xxxx__Q08-29__bin_3_PROK	0	C1
AlvarezOrdonezA_xxxx__Q07-28__bin_2_PROK	0	C1
MASTER_WP4_UNINA_1__PM012_71775__bin_5_PROK	0	C1
AlvarezOrdonezA_xxxx__Q05-21__bin_8_PROK	0	C1
MortensenS_xxxx__WK049-1-L-48h-05A7_S59__bin_3_EUK	0	C1
MASTER_WP4_UNINA_1__MV011_71775__bin_19_PROK	0	C1
LiZ_2019__SRS3379157__bin_1_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS13-22__bin_3_PROK	0	C1
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin_3_EUK	0	C1
LeechJ_xxxx__AF38__bin_2_PROK	2.3745022	C1
MASTER_WP4_UNINA_1__PU010_71775__bin_4_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-05-BG__bin_33_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB14-22__bin_57_PROK	0	C1
LeechJ_xxxx__AF58__bin_5_PROK	0	C1
WalshL_xxxx__O8__bin_5_PROK	0	C1
WalshAM_2020__ERS3466771__bin_3_PROK	0	C1
DeFilippisF_xxxx__DS_112__bin_12_PROK	0	C1
MASTER_WP4_CSIC_2__P2615__bin_17_PROK	0	C1
AlvarezOrdonezA_xxxx__Q05-30__bin_3_PROK	0	C1
AlvarezOrdonezA_xxxx__Q07-30__bin_12_PROK	0	C1
MASTER_WP4_UNINA_1__AS111_71775__bin_16_PROK	0	C1
MortensenS_xxxx__WK067-2-L-48h-05C3_S73__bin_1_PROK	0	C1
PfeferT_xxxx__SRS2870569__bin_4_PROK	0	C1
MortensenS_xxxx__WK001T-1-L-48h-05F9_S106__bin_6_PROK	0	C1
MortensenS_xxxx__WK045-2-L-08h-03H5_S87__bin_6_PROK	0	C1
LeechJ_2020__ERS3967690__bin_8_PROK	0	C1
AlvarezOrdonezA_xxxx__C02-16__bin_19_PROK	0	C1
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin_5_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS02-22__bin_4_EUK	0.07241902	C1
MASTER_WP4_FFoQSI_1__VB-09-AG__bin_34_PROK	0	C1
MortensenS_xxxx__WK001T-2-L-08h-05E7_S95__bin_10_PROK	0	C1
AlvarezOrdonezA_xxxx__C06-17__bin_4_PROK	0	C1
MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin_4_PROK	0	C1
LeechJ_2020__ERS3967689__bin_2_PROK	0	C1
LeechJ_xxxx__AF11__bin_10_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS11-22__bin_13_PROK	0	C1
ArikanM_2020__ERS1881306__bin_1_EUK	0	C1
MortensenS_xxxx__WK034-2-G-48h-04B1_S110__bin_5_PROK	0	C1
PfeferT_xxxx__SRS2870591__bin_1_PROK	0	C1
MortensenS_xxxx__WK020-2-L-48h-02E8_S104__bin_8_PROK	0	C1
WolfeBE_2014__917_Abondance__bin_1_PROK	0	C1
MortensenS_xxxx__WK058-2-G-48h-05H1_S116__bin_1_PROK	0	C1
SternesPR_2017__Y3D3_A_shotgun__bin_3_PROK	0	C1
MASTER_WP4_UNINA_1__TO013_71775__bin_12_PROK	0	C1
AlvarezOrdonezA_xxxx__Q02-28__bin_17_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS15-29__bin_7_PROK	0	C1
WolfeBE_2014__365_Stichelton__bin_8_PROK	0	C1
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin_8_PROK	0	C1
WalshL_xxxx__C12__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB07-29__bin_15_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS01-30__bin_4_PROK	0	C1
DuR_2020__DRS139334__bin_19_EUK	0	C1
MortensenS_xxxx__WK002-2-L-48h-01F8_S32__bin_6_PROK	0	C1
LeechJ_xxxx__AF06__bin_3_PROK	0	C1
LeechJ_xxxx__AF63__bin_3_EUK	0	C1
MASTER_WP4_TEAGASC_1__TGS08-23__bin_11_PROK	0	C1
AlvarezOrdonezA_xxxx__Q07-30__bin_20_PROK	0	C1
LeechJ_xxxx__AF89__bin_8_PROK	0	C1
MASTER_WP4_CSIC_2__P2588__bin_9_PROK	0	C1
DeFilippisF_xxxx__DS_21__bin_2_PROK	0	C1
MASTER_WP4_UNINA_1__FO007_71775__bin_43_PROK	0	C1
WalshL_xxxx__Q10__bin_4_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS08-28__bin_4_PROK	0	C1
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin_8_PROK	0	C1
MASTER_WP4_UNINA_2__M-21__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-16-BD__bin_47_PROK	0	C1
LeechJ_xxxx__AF10__bin_16_PROK	0	C1
LeechJ_xxxx__AF43__bin_12_PROK	0	C1
MASTER_WP4_UNINA_1__PR107_71775__bin_13_PROK	0	C1
QuigleyL_2016__ERS654085__bin_2_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-14D__bin_8_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB04-30__bin_11_PROK	0	C1
WalshL_xxxx__G11__bin_3_PROK	0	C1
PatroJN_2016__SRS1044738__bin_10_PROK	0	C1
WalshL_xxxx__Q6__bin_1_PROK	0	C1
HeilCS_2018__Old_Warehouse_metagenome__bin_2_EUK	0	C1
LeechJ_2020__ERS3967704__bin_1_PROK	0	C1
WalshL_xxxx__M7__bin_1_PROK	0	C1
MASTER_WP4_UNINA_1__MO002_71775__bin_20_PROK	0	C1
ArikanM_2020__ERS1939656__bin_4_EUK	0	C1
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin_10_PROK	0	C1
AlvarezOrdonezA_xxxx__Q06-24__bin_5_PROK	0	C1
WalshL_xxxx__L4__bin_6_PROK	0	C1
YaoG_2017__NM17-3__bin_1_PROK	0	C1
MASTER_WP4_CSIC_2__P2481__bin_2_PROK	0	C1
MASTER_WP4_CSIC_2__P2545__bin_25_EUK	0	C1
DeFilippisF_xxxx__DS_93__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB03-29__bin_34_PROK	0	C1
LeechJ_2020__ERS3967723__bin_4_PROK	0	C1
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin_1_PROK	0	C1
MASTER_WP4_CSIC_2__P2641__bin_3_EUK	0	C1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_16_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_52_PROK	0	C1
WalshL_xxxx__T4__bin_2_PROK	0	C1
MASTER_WP4_CSIC_2__P2555__bin_4_PROK	0.44537910000000003	C1
AlvarezOrdonezA_xxxx__Q05-30__bin_8_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin_35_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-09-M8__bin_60_PROK	0	C1
WalshL_xxxx__E1__bin_1_PROK	0	C1
AlvarezOrdonezA_xxxx__Q04-27__bin_2_PROK	0	C1
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin_6_PROK	0	C1
MASTER_WP4_CSIC_1__P2192_73323__bin_6_PROK	0	C1
WalshL_xxxx__S10__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-09-BD__bin_16_PROK	0	C1
MASTER_WP4_UNINA_1__FO007_71775__bin_18_PROK	0	C1
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin_4_EUK	0	C1
MASTER_WP4_UNINA_2__V-25_1__bin_6_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS07-25__bin_9_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB06-30__bin_12_PROK	0	C1
DeFilippisF_xxxx__DF_33__bin_6_PROK	0	C1
MASTER_WP4_UNINA_1__SR008_71775__bin_21_PROK	0	C1
WalshL_xxxx__L3__bin_1_PROK	0	C1
DeFilippisF_xxxx__DS_120__bin_7_PROK	0	C1
LeechJ_xxxx__AF57__bin_5_PROK	0	C1
MortensenS_xxxx__WK022-2-G-48h-01E7_S22__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB14-22__bin_24_PROK	0	C1
DeFilippisF_xxxx__DF_28__bin_10_PROK	0	C1
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin_2_PROK	0	C1
AlvarezOrdonezA_xxxx__Q02-27__bin_7_EUK	0	C1
BertuzziAS_2018__ERS2032129__bin_3_PROK	0	C1
WalshL_xxxx__P10__bin_2_PROK	0	C1
MASTER_WP4_CSIC_2__P2616__bin_1_PROK	0.45073718	C1
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin_4_PROK	0	C1
LeechJ_2020__ERS3967699__bin_3_PROK	0.43311098	C1
MASTER_WP4_TEAGASC_1__TGS09-26__bin_6_EUK	0	C1
MASTER_WP4_FFoQSI_2__VB11-26__bin_7_PROK	0	C1
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin_11_PROK	0	C1
WalshL_xxxx__V4__bin_4_PROK	0	C1
ChaconVargasK_2020__SRS6087088__bin_11_PROK	0	C1
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin_4_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-16-BD__bin_2_PROK	0	C1
WalshAM_2020__ERS3466767__bin_1_PROK	0	C1
MASTER_WP4_CSIC_2__P2616__bin_17_EUK	0	C1
MASTER_WP4_TEAGASC_1__TGS10-27__bin_5_PROK	0.44050485	C1
DeFilippisF_xxxx__DF_34__bin_25_PROK	0	C1
WolfeBE_2014__mgm4524502__bin_6_fa_PROK_MiFo_tagged	0	C1
MASTER_WP4_FFoQSI_1__KM-2D__bin_24_PROK	0	C1
MASTER_WP4_UNINA_2__V-30__bin_11_EUK	0	C1
MASTER_WP4_CSIC_1__P2245_73323__bin_20_EUK	0	C1
DeFilippisF_xxxx__DF_79__bin_12_PROK	0	C1
EBC_095_37_fa_PROK_MiFo_tagged	0	C1
MortensenS_xxxx__WK058-1-L-48h-04G6_S31__bin_5_PROK	0.050622437	C1
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_10_PROK	0	C1
LeechJ_xxxx__AF69__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-04-AD__bin_20_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB09-30__bin_46_PROK	0	C1
MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin_10_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB05-30__bin_15_PROK	0	C1
MASTER_WP4_UNINA_1__GR012_71775__bin_6_PROK	0	C1
MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin_4_EUK	0	C1
MASTER_WP4_TEAGASC_1__TGS14-22__bin_52_PROK	0	C1
MortensenS_xxxx__WK057-1-L-48h-04G2_S27__bin_3_PROK	0	C1
EscobarZepedaA_2016__SRS974112__bin_18_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-12D__bin_15_PROK	0	C1
LeechJ_xxxx__AF94__bin_3_PROK	0	C1
SternesPR_2017__T2D3_B_shotgun__bin_3_EUK	0	C1
LeechJ_xxxx__AF71__bin_6_PROK	0	C1
MortensenS_xxxx__WK020-1-L-48h-02E6_S102__bin_4_PROK	0	C1
ChaconVargasK_2020__SRS6087091__bin_16_PROK	0	C1
MASTER_WP4_UNINA_2__T-28__bin_8_PROK	0	C1
MASTER_WP4_CSIC_1__P2239_73323__bin_32_PROK	0	C1
MortensenS_xxxx__WK051-1-L-48h-04D5_S3__bin_9_PROK	0	C1
DeFilippisF_xxxx__DS_1__bin_21_EUK	0	C1
LeechJ_xxxx__AF86__bin_9_PROK	0	C1
FS08_2016_noduplicates_bin_3_fa_PROK_MiFo_tagged	0	C1
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin_12_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS15-21__bin_3_PROK	0	C1
MASTER_WP4_UNINA_1__TA011_71775__bin_24_PROK	0	C1
MASTER_WP4_UNINA_1__FO005_71775__bin_26_PROK	0	C1
MASTER_WP4_CSIC_1__P2152_73322__bin_9_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin_8_PROK	0	C1
MASTER_WP4_UNINA_2__O-30__bin_14_PROK	0	C1
BertuzziAS_2018__ERS2032102__bin_2_PROK	0	C1
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin_13_PROK	0	C1
LeechJ_2020__ERS3967719__bin_4_PROK	0	C1
LeechJ_xxxx__AF42__bin_3_PROK	0	C1
EBC_133_12_fa_PROK_MiFo_tagged	0	C1
MASTER_WP4_FFoQSI_1__KM-5D__bin_30_PROK	0	C1
MASTER_WP4_CSIC_2__P2523__bin_9_PROK	0	C1
LiZ_2019__SRS3379169__bin_2_PROK	0	C1
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin_3_PROK	0	C1
WolfeBE_2014__705_Forme_dAmbert__bin_6_PROK	0	C1
MASTER_WP4_FFoQSI_1__RC17-032__bin_3_PROK	0	C1
MortensenS_xxxx__WK007-1-L-08h-01H7_S49__bin_9_PROK	0	C1
MASTER_WP4_FFoQSI_1__VB-08-AG__bin_23_PROK	0	C1
MortensenS_xxxx__WK014-2-L-08h-02C1_S79__bin_2_PROK	0	C1
MortensenS_xxxx__WK013-2-L-08h-02B6_S75__bin_1_PROK	0	C1
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin_10_PROK	0	C1
MortensenS_xxxx__WK044-2-G-48h-04C2_S120__bin_6_PROK	0	C1
MASTER_WP4_UNINA_2__I-24__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB09-29__bin_24_PROK	0	C1
DuR_2020__DRS139333__bin_16_EUK	0	C1
DeFilippisF_xxxx__DS_20__bin_5_PROK	0	C1
MASTER_WP4_UNINA_1__FO011_71775__bin_18_PROK	0.29356736	C1
MASTER_WP4_UNINA_1__PM001_71775__bin_8_PROK	0	C1
AlvarezOrdonezA_xxxx__Q02-29__bin_13_PROK	0	C1
MASTER_WP4_CSIC_2__P2550__bin_6_PROK	0	C1
DeFilippisF_xxxx__DF_35__bin_8_PROK	0	C1
MortensenS_xxxx__WK037-2-G-48h-04B4_S113__bin_1_EUK	0	C1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin_39_PROK	0	C1
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin_2_PROK	0	C1
WalshAM_2020__ERS3466788__bin_1_PROK	0	C1
MortensenS_xxxx__WK058-2-L-08h-04G7_S32__bin_5_PROK	0	C1
SomervilleV_2019__SRS3593113__bin_2_PROK	0	C1
WalshAM_2016__ERS1354648__bin_3_PROK	0	C1
DeFilippisF_xxxx__DF_96__bin_2_PROK	0	C1
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin_12_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB06-28__bin_3_PROK	0	C1
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin_8_PROK	0	C1
LeechJ_xxxx__AF43__bin_8_PROK	0	C1
LeechJ_xxxx__AF22__bin_1_PROK	0	C1
MASTER_WP4_UNINA_2__V-30__bin_29_PROK	0	C1
MortensenS_xxxx__WK025-1-L-08h-02H4_S5__bin_10_PROK	0	C1
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin_6_PROK	0	C1
MilaniC_2019__SRS3591585__bin_3_PROK	0	C1
WalshL_xxxx__O5__bin_2_PROK	0	C1
DeFilippisF_xxxx__DS_66__bin_10_PROK	0	C1
DeFilippisF_xxxx__DS_27__bin_1_PROK	0	C1
LeechJ_xxxx__AF43__bin_3_PROK	0	C1
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin_10_PROK	0	C1
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin_2_PROK	0	C1
MASTER_WP4_UNINA_2__V-26_1__bin_18_PROK	0	C1
DeFilippisF_xxxx__DS_12__bin_17_PROK	0	C1
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin_4_PROK	0	C1
MASTER_WP4_CSIC_1__P2228_73323__bin_8_PROK	0	C1
MortensenS_xxxx__WK050-2-L-08h-04C9_S127__bin_10_PROK	0	C1
WalshL_xxxx__E3__bin_4_PROK	0	C1
MASTER_WP4_FFoQSI_2__VB08-30__bin_2_PROK	0	C1
LiZ_2018__SRS2920551__bin_21_PROK	0	C1
LeechJ_xxxx__AF56__bin_9_PROK	0	C1
LeechJ_2020__ERS3967745__bin_4_PROK	0	C1
WalshAM_2016__ERS1354646__bin_3_PROK	0	C1
MASTER_WP4_UNINA_1__AS107_71775__bin_5_PROK	0	C1
MASTER_WP4_FFoQSI_1__DC18-F-AC__bin_2_PROK	0	C1
PfeferT_xxxx__SRS2870600__bin_6_PROK	0	C1
WalshAM_2020__ERS3466750__bin_1_PROK	0	C1
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_3__VB13-26__bin_1_PROK	0	C1
WalshAM_2020__ERS3466720__bin_1_PROK	0	C1
MASTER_WP4_FFoQSI_1__KM-1D__bin_37_PROK	0	C1
DeFilippisF_xxxx__DF_37__bin_10_PROK	0	C1
MASTER_WP4_UNINA_2__H-27__bin_5_PROK	0	C1
PasolliE_2020__SRS6525479__bin_3_PROK	0	C1
MASTER_WP4_UNINA_1__FO005_71775__bin_13_PROK	0	C1
MortensenS_xxxx__WK039-1-L-48h-03E7_S62__bin_3_PROK	0	C1
MASTER_WP4_TEAGASC_1__TGS08-24__bin_4_PROK	0	C1
AlvarezOrdonezA_xxxx__Q07-29__bin_13_PROK	0	C1
MortensenS_xxxx__WK015-2-G-48h-01D9_S15__bin_3_PROK	0	C1
WalshL_xxxx__S11__bin_3_PROK	0	C1
MASTER_WP4_FFoQSI_1__KM-1D__bin_52_PROK	0	C1
MASTER_WP4_CSIC_1__P2175_73322__bin_4_PROK	0	C1
AlvarezOrdonezA_xxxx__Q02-30__bin_9_PROK	0	C1
